id,sentence,sense_keys,glosses,target
d004.s000.t000,US [TGT] banks [TGT] repay state support,"['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s000.t001,US banks repay [TGT] state [TGT] support,"['state%1:15:00::', 'state%1:26:02::', 'state%1:03:00::', 'state%1:26:01::', 'state%1:14:02::', 'state%1:15:01::', 'state%1:14:01::', 'state%1:14:00::']","['the territory occupied by a nation', '(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)', 'the way something is with respect to its main attributes', 'a state of depression or agitation', 'the federal department in the United States that sets and maintains foreign policies', 'the territory occupied by one of the constituent administrative districts of a nation', 'the group of people comprising the government of a sovereign state', 'a politically organized body of people under a single government']",[6]
d004.s000.t002,US banks repay state [TGT] support [TGT],"['support%1:04:00::', 'support%1:21:01::', 'support%1:06:01::', 'support%1:10:01::', 'support%1:21:00::', 'support%1:04:04::', 'support%1:06:00::', 'support%1:09:00::', 'support%1:04:03::', 'support%1:04:01::', 'support%1:04:02::']","['aiding the cause or policy or interests of', 'financial resources provided to make some project possible', 'supporting structure that holds up or provides a foundation', 'a musical part (vocal or instrumental) that supports or provides background for other musical parts', 'the financial means whereby one lives', 'the activity of providing for or maintaining by supplying with money or necessities', 'any device that bears the weight of another thing', 'something providing immaterial assistance to a person or cause or interest', 'a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission', 'the act of bearing the weight of or strengthening', 'documentary validation']",[1]
d004.s001.t000,The crisis-hit [TGT] US [TGT] major banks are breaking free from their state shackles .,"['u%1:27:01::', 'u%1:10:00::', 'u%1:27:00::', 'us%1:15:00::']","['a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine', 'the 21st letter of the Roman alphabet', 'a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons', 'North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776']",[3]
d004.s001.t001,The crisis-hit US major [TGT] banks [TGT] are breaking free from their state shackles .,"['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s001.t002,The crisis-hit US major banks are breaking free from their [TGT] state [TGT] shackles .,"['state%1:15:00::', 'state%1:26:02::', 'state%1:03:00::', 'state%1:26:01::', 'state%1:14:02::', 'state%1:15:01::', 'state%1:14:01::', 'state%1:14:00::']","['the territory occupied by a nation', '(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)', 'the way something is with respect to its main attributes', 'a state of depression or agitation', 'the federal department in the United States that sets and maintains foreign policies', 'the territory occupied by one of the constituent administrative districts of a nation', 'the group of people comprising the government of a sovereign state', 'a politically organized body of people under a single government']",[6]
d004.s001.t003,The crisis-hit US major banks are breaking free from their state [TGT] shackles [TGT] .,"['shackle%1:06:01::', 'shackle%1:06:00::']","['a U-shaped bar; the open end can be passed through chain links and closed with a bar', 'a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner)']",[1]
d004.s002.t000,On [TGT] Wednesday [TGT] Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .,['wednesday%1:28:00::'],['the fourth day of the week; the third working day'],[0]
d004.s002.t001,On Wednesday Bank of America repaid the [TGT] support [TGT] from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .,"['support%1:04:00::', 'support%1:21:01::', 'support%1:06:01::', 'support%1:10:01::', 'support%1:21:00::', 'support%1:04:04::', 'support%1:06:00::', 'support%1:09:00::', 'support%1:04:03::', 'support%1:04:01::', 'support%1:04:02::']","['aiding the cause or policy or interests of', 'financial resources provided to make some project possible', 'supporting structure that holds up or provides a foundation', 'a musical part (vocal or instrumental) that supports or provides background for other musical parts', 'the financial means whereby one lives', 'the activity of providing for or maintaining by supplying with money or necessities', 'any device that bears the weight of another thing', 'something providing immaterial assistance to a person or cause or interest', 'a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission', 'the act of bearing the weight of or strengthening', 'documentary validation']",[1]
d004.s002.t002,On Wednesday Bank of America repaid the support from the [TGT] bank [TGT] protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .,"['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s002.t003,On Wednesday Bank of America repaid the support from the bank [TGT] protection [TGT] fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .,"['protection%1:26:00::', 'protection%1:04:00::', 'protection%1:06:00::', 'protection%1:04:02::', 'protection%1:04:03::', 'protection%1:21:00::', 'protection%1:04:01::']","['the condition of being protected', 'the activity of protecting someone or something', 'a covering that is intend to protect from damage or injury', 'kindly endorsement and guidance', 'the imposition of duties or quotas on imports in order to protect domestic industry against foreign competition', 'defense against financial failure; financial independence', 'payment extorted by gangsters on threat of violence']",[5]
d004.s002.t004,On Wednesday Bank of America repaid the support from the bank protection [TGT] fund [TGT] TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .,"['fund%1:14:00::', 'fund%1:21:00::', 'fund%1:21:01::']","['a financial institution that sells shares to individuals and invests in securities issued by other companies', 'a reserve of money set aside for some purpose', 'a supply of something available for future use']",[1]
d004.s002.t005,On Wednesday Bank of America repaid the support from the bank protection fund TARP in the [TGT] amount [TGT] USD 45 billion ( nearly EUR 30 billion ) in one go .,"['amount%1:21:00::', 'amount%1:09:00::', 'amount%1:03:00::', 'amount%1:07:00::']","['a quantity of money', 'a quantity obtained by the addition of a group of numbers', 'how much there is or how many there are of something that you can quantify', 'the relative magnitude of something with reference to a criterion']",[0]
d004.s003.t000,"And , according to [TGT] reports [TGT] from US broadcaster CNBC , Citigroup is also planning to repay the state support .","['report%1:10:04::', 'report%1:10:02::', 'report%1:09:00::', 'report%1:10:00::', 'report%1:10:03::', 'report%1:10:01::', 'report%1:11:00::']","[""a written evaluation of a student's scholarship and deportment"", 'an essay (especially one written as an assignment)', 'the general estimation that the public has for a person', 'a short account of the news', 'a written document describing the findings of some individual or group', 'the act of informing by verbal report', 'a sharp explosive sound (especially the sound of a gun firing)']",[3]
d004.s003.t001,"And , according to reports from [TGT] US [TGT] broadcaster CNBC , Citigroup is also planning to repay the state support .","['u%1:27:01::', 'u%1:10:00::', 'u%1:27:00::', 'us%1:15:00::']","['a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine', 'the 21st letter of the Roman alphabet', 'a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons', 'North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776']",[3]
d004.s003.t002,"And , according to reports from US [TGT] broadcaster [TGT] CNBC , Citigroup is also planning to repay the state support .","['broadcaster%1:18:00::', 'broadcaster%1:06:00::']","['someone who broadcasts on radio or television', 'a mechanical device for scattering something (seed or fertilizer or sand etc.) in all directions']",[0]
d004.s003.t003,"And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the [TGT] state [TGT] support .","['state%1:15:00::', 'state%1:26:02::', 'state%1:03:00::', 'state%1:26:01::', 'state%1:14:02::', 'state%1:15:01::', 'state%1:14:01::', 'state%1:14:00::']","['the territory occupied by a nation', '(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)', 'the way something is with respect to its main attributes', 'a state of depression or agitation', 'the federal department in the United States that sets and maintains foreign policies', 'the territory occupied by one of the constituent administrative districts of a nation', 'the group of people comprising the government of a sovereign state', 'a politically organized body of people under a single government']",[7]
d004.s003.t004,"And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state [TGT] support [TGT] .","['support%1:04:00::', 'support%1:21:01::', 'support%1:06:01::', 'support%1:10:01::', 'support%1:21:00::', 'support%1:04:04::', 'support%1:06:00::', 'support%1:09:00::', 'support%1:04:03::', 'support%1:04:01::', 'support%1:04:02::']","['aiding the cause or policy or interests of', 'financial resources provided to make some project possible', 'supporting structure that holds up or provides a foundation', 'a musical part (vocal or instrumental) that supports or provides background for other musical parts', 'the financial means whereby one lives', 'the activity of providing for or maintaining by supplying with money or necessities', 'any device that bears the weight of another thing', 'something providing immaterial assistance to a person or cause or interest', 'a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission', 'the act of bearing the weight of or strengthening', 'documentary validation']",[1]
d004.s004.t000,"The [TGT] institutions [TGT] thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .","['institution%1:09:00::', 'institution%1:06:00::', 'institution%1:06:01::', 'institution%1:14:00::', 'institution%1:04:00::']","['a custom that for a long time has been an important feature of some group or society', 'an establishment consisting of a building or complex of buildings where an organization for the promotion of some cause is situated', 'a hospital for mentally incompetent or unbalanced person', 'an organization founded and united for a specific purpose', 'the act of starting something for the first time; introducing something new']",[3]
d004.s004.t001,"The institutions thereby want to wiggle themselves free from the [TGT] restrictions [TGT] going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .","['restriction%1:04:00::', 'restriction%1:04:01::', 'restriction%1:09:00::']","['an act of limiting or restricting (as by regulation)', 'the act of keeping something within specified bounds (by force if necessary)', 'a principle that limits the extent of something']",[2]
d004.s004.t002,"The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the [TGT] acceptance [TGT] of the money , such as the limits on manager bonuses and the paying of high charges .","['acceptance%1:10:01::', 'acceptance%1:21:00::', 'acceptance%1:26:00::', 'acceptance%1:07:00::', 'acceptance%1:09:00::', 'acceptance%1:04:00::', 'acceptance%1:04:03::']","['(contract law) words signifying consent to the terms of an offer (thereby creating a contract)', 'banking: a time draft drawn on and accepted by a bank', 'the state of being acceptable and accepted', 'a disposition to tolerate or accept people or situations', 'the mental attitude that something is believable and should be accepted as true', 'the act of accepting with approval; favorable reception', 'the act of taking something that is offered']",[5]
d004.s004.t003,"The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the [TGT] money [TGT] , such as the limits on manager bonuses and the paying of high charges .","['money%1:21:02::', 'money%1:21:01::', 'money%1:21:00::']","['wealth reckoned in terms of money', 'the official currency issued by a government or national bank', 'the most common medium of exchange; functions as legal tender']",[2]
d004.s004.t004,"The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the [TGT] limits [TGT] on manager bonuses and the paying of high charges .","['limit%1:23:00::', 'limit%1:28:00::', 'limit%1:15:02::', 'limit%1:15:00::', 'limit%1:23:01::', 'limit%1:07:00::']","['the greatest amount of something that is possible or allowed', 'final or latest limiting point', 'as far as something can go', 'the boundary of a specific area', 'the mathematical value toward which a function goes as the independent variable approaches infinity', 'the greatest possible degree of something']",[0]
d004.s004.t005,"The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on [TGT] manager [TGT] bonuses and the paying of high charges .","['manager%1:18:01::', 'manager%1:18:00::']","['(sports) someone in charge of training an athlete or a team', 'someone who controls resources and expenditures']",[1]
d004.s004.t006,"The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager [TGT] bonuses [TGT] and the paying of high charges .","['bonus%1:09:00::', 'bonus%1:21:00::']","['anything that tends to arouse', 'an additional payment (or other remuneration) to employees as a means of increasing output']",[1]
d004.s004.t007,"The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high [TGT] charges [TGT] .","['charge%1:18:00::', 'charge%1:21:01::', 'charge%1:10:04::', 'charge%1:21:02::', 'charge%1:12:00::', 'charge%1:10:00::', 'charge%1:10:03::', 'charge%1:04:00::', 'charge%1:06:00::', 'charge%1:04:03::', 'charge%1:16:00::', 'charge%1:06:01::', 'charge%1:04:01::', 'charge%1:10:01::', 'charge%1:19:00::']","['a person committed to your care', 'financial liabilities (such as a tax)', 'an assertion that someone is guilty of a fault or offence', 'the price charged for some article or service', 'the swift release of a store of affective force', '(criminal law) a pleading describing some wrong or offense', 'request for payment of a debt', 'attention and management implying responsibility for safety', 'a quantity of explosive to be set off at one time', 'a special assignment that is given to a person or group', '(psychoanalysis) the libidinal energy invested in some idea or person or object', 'heraldry consisting of a design or image depicted on a shield', 'an impetuous rush toward someone or something', 'a formal statement of a command or injunction to do something', 'the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons']",[3]
d004.s005.t000,Bank of America had raised some USD 19 billion from [TGT] investors [TGT] through convertible loans .,['investor%1:18:00::'],['someone who commits capital in order to gain financial returns'],[0]
d004.s005.t001,Bank of America had raised some USD 19 billion from investors through convertible [TGT] loans [TGT] .,"['loan%1:10:00::', 'loan%1:21:00::']","[""a word borrowed from another language; e.g. `blitz' is a German word borrowed into modern English"", 'the temporary provision of money (usually at interest)']",[1]
d004.s006.t000,"The [TGT] rest [TGT] of the amount was taken from its own kitty , which was well filled through the sale of business units .","['rest%1:04:00::', 'rest%1:06:00::', 'rest%1:10:00::', 'rest%1:26:00::', 'rest%1:28:00::', 'rest%1:24:00::', 'rest%1:26:01::']","['freedom from activity (work or strain or responsibility)', 'a support on which things can be put', 'a musical notation indicating a silence of a specified duration', 'a state of inaction', 'a pause for relaxation', 'something left after other parts have been taken away', 'euphemisms for death (based on an analogy between lying in a bed and in a tomb)']",[5]
d004.s006.t001,"The rest of the [TGT] amount [TGT] was taken from its own kitty , which was well filled through the sale of business units .","['amount%1:21:00::', 'amount%1:09:00::', 'amount%1:03:00::', 'amount%1:07:00::']","['a quantity of money', 'a quantity obtained by the addition of a group of numbers', 'how much there is or how many there are of something that you can quantify', 'the relative magnitude of something with reference to a criterion']",[0]
d004.s006.t002,"The rest of the amount was taken from its own [TGT] kitty [TGT] , which was well filled through the sale of business units .","['kitty%1:21:00::', 'kitty%1:21:01::', 'kitty%1:05:02::', 'kitty%1:05:01::']","['the combined stakes of the betters', 'the cumulative amount involved in a game (such as poker)', 'young domestic cat', 'informal terms referring to a domestic cat']",[1]
d004.s006.t003,"The rest of the amount was taken from its own kitty , which was well filled through the [TGT] sale [TGT] of business units .","['sale%1:10:00::', 'sale%1:04:01::', 'sale%1:04:02::', 'sale%1:04:00::', 'sale%1:26:00::']","['an agreement (or contract) in which property is transferred from the seller (vendor) to the buyer (vendee) for a fixed price in money (paid or agreed to be paid by the buyer)', 'an occasion (usually brief) for buying at specially reduced prices', 'the general activity of selling', 'a particular instance of selling', 'the state of being purchasable; offered or exhibited for selling']",[3]
d004.s006.t004,"The rest of the amount was taken from its own kitty , which was well filled through the sale of [TGT] business [TGT] units .","['business%1:04:00::', 'business%1:14:02::', 'business%1:14:01::', 'business%1:04:01::', 'business%1:14:00::', 'business%1:09:00::', 'business%1:04:02::', 'business%1:04:03::', 'business%1:09:01::']","['the principal activity in your life that you do to earn money', 'business concerns collectively', 'customers collectively', 'the activity of providing goods and services involving financial and commercial and industrial aspects', 'a commercial or industrial enterprise and the people who constitute it', 'an immediate objective', 'the volume of commercial activity', 'incidental activity performed by an actor for dramatic effect', 'a rightful concern or responsibility']",[4]
d004.s006.t005,"The rest of the amount was taken from its own kitty , which was well filled through the sale of business [TGT] units [TGT] .","['unit%1:24:00::', 'unit%1:09:00::', 'unit%1:17:00::', 'unit%1:14:00::', 'unit%1:23:00::', 'unit%1:03:00::']","['an individual or group or structure or other entity regarded as a structural or functional constituent of a whole', 'a single undivided whole', 'a single undivided natural thing occurring in the composition of something else', 'an organization regarded as part of a larger social group', 'any division of quantity accepted as a standard of measurement or exchange', 'an assemblage of parts that is regarded as a single entity']",[0]
d004.s007.t000,[TGT] Bank [TGT] head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .,"['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s008.t000,The [TGT] bank [TGT] overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,"['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s008.t001,The bank overstretched at the [TGT] height [TGT] of the financial crisis by taking over the investment bank Merrill Lynch .,"['height%1:07:02::', 'height%1:26:00::', 'height%1:07:00::', 'height%1:07:01::']","[""elevation especially above sea level or above the earth's surface"", 'the highest level or degree attainable; the highest stage of development', 'the vertical dimension of extension; distance from the base of something to the top', '(of a standing person) the distance from head to foot']",[1]
d004.s008.t002,The bank overstretched at the height of the financial [TGT] crisis [TGT] by taking over the investment bank Merrill Lynch .,"['crisis%1:26:00::', 'crisis%1:11:00::']","['an unstable situation of extreme danger or difficulty', 'a crucial stage or turning point in the course of something']",[0]
d004.s008.t003,The bank overstretched at the height of the financial crisis by taking over the [TGT] investment [TGT] bank Merrill Lynch .,"['investment%1:21:00::', 'investment%1:04:01::', 'investment%1:04:02::', 'investment%1:05:00::', 'investment%1:07:00::', 'investment%1:04:00::']","['money that is invested with an expectation of profit', 'the act of putting on robes or vestments', 'the ceremonial act of clothing someone in the insignia of an office; the formal promotion of a person to an office or rank', 'outer layer or covering of an organ or part or organism', 'the commitment of something other than money (time, energy, or effort) to a project with the expectation of some worthwhile result', 'the act of investing; laying out money or capital in an enterprise with the expectation of profit']",[5]
d004.s008.t004,The bank overstretched at the height of the financial crisis by taking over the investment [TGT] bank [TGT] Merrill Lynch .,"['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s009.t000,Citigroup also plans to raise [TGT] cash [TGT] on the capital market to free itself from its liabilities with the state .,"['cash%1:18:00::', 'cash%1:21:00::', 'cash%1:21:02::']","['United States country music singer and songwriter (1932-2003)', 'money in the form of bills or coins', 'prompt payment for goods or services in currency or by check']",[1]
d004.s009.t001,Citigroup also plans to raise cash on the capital market to free itself from its [TGT] liabilities [TGT] with the state .,"['liability%1:26:01::', 'liability%1:26:00::', 'liability%1:07:00::']","['the state of being legally obliged and responsible', 'an obligation to pay money to another party', 'the quality of being something that holds you back']",[0]
d004.s009.t002,Citigroup also plans to raise cash on the capital market to free itself from its liabilities with the [TGT] state [TGT] .,"['state%1:15:00::', 'state%1:26:02::', 'state%1:03:00::', 'state%1:26:01::', 'state%1:14:02::', 'state%1:15:01::', 'state%1:14:01::', 'state%1:14:00::']","['the territory occupied by a nation', '(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)', 'the way something is with respect to its main attributes', 'a state of depression or agitation', 'the federal department in the United States that sets and maintains foreign policies', 'the territory occupied by one of the constituent administrative districts of a nation', 'the group of people comprising the government of a sovereign state', 'a politically organized body of people under a single government']",[6]
d004.s010.t000,"Already on [TGT] Thursday [TGT] , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .",['thursday%1:28:00::'],['the fifth day of the week; the fourth working day'],[0]
d004.s010.t001,"Already on Thursday , the [TGT] US [TGT] bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .","['u%1:27:01::', 'u%1:10:00::', 'u%1:27:00::', 'us%1:15:00::']","['a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine', 'the 21st letter of the Roman alphabet', 'a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons', 'North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776']",[3]
d004.s010.t002,"Already on Thursday , the US [TGT] bank [TGT] was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .","['bank%1:04:00::', 'bank%1:06:00::', 'bank%1:21:00::', 'bank%1:14:01::', 'bank%1:14:00::', 'bank%1:17:02::', 'bank%1:06:01::', 'bank%1:17:00::', 'bank%1:21:01::', 'bank%1:17:01::']","['a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)', 'a building in which the business of banking transacted', 'a supply or stock held in reserve for future use (especially in emergencies)', 'an arrangement of similar objects in a row or in tiers', 'a financial institution that accepts deposits and channels the money into lending activities', 'a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force', 'a container (usually with a slot in the top) for keeping money at home', 'a long ridge or pile', 'the funds held by a gambling house or the dealer in some gambling games', 'sloping land (especially the slope beside a body of water)']",[4]
d004.s010.t003,"Already on Thursday , the US bank was able to announce a [TGT] capital [TGT] increase of some USD 20 billion , reported CNBC with reference to circles .","['capital%1:21:00::', 'capital%1:14:00::', 'capital%1:10:00::', 'capital%1:21:01::', 'capital%1:15:00::', 'capital%1:15:01::', 'capital%1:10:01::', 'capital%1:06:00::']","['wealth in the form of money or property owned by a person or business and human resources of economic value', 'the federal government of the United States', 'one of the large alphabetic characters used as the first letter in writing or printing proper names and sometimes for emphasis', 'assets available for use in the production of further assets', 'a seat of government', 'a center that is associated more than any other with some activity or product', 'a book written by Karl Marx (1867) describing his economic theories', 'the upper part of a column that supports the entablature']",[3]
d004.s010.t004,"Already on Thursday , the US bank was able to announce a capital [TGT] increase [TGT] of some USD 20 billion , reported CNBC with reference to circles .","['increase%1:22:00::', 'increase%1:07:00::', 'increase%1:11:00::', 'increase%1:04:00::', 'increase%1:23:00::']","['a process of becoming larger or longer or more numerous or more important', 'the amount by which something increases', 'a change resulting in an increase', 'the act of increasing something', 'a quantity that is added']",[1]
d004.s010.t005,"Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with [TGT] reference [TGT] to circles .","['reference%1:09:01::', 'reference%1:10:04::', 'reference%1:04:00::', 'reference%1:10:06::', 'reference%1:10:07::', 'reference%1:10:01::', 'reference%1:09:00::', 'reference%1:10:03::', 'reference%1:10:08::', 'reference%1:10:02::']","['the relation between a word or phrase and the object or idea it refers to', 'a book to which you can refer for authoritative facts', 'the act of referring or consulting', 'an indicator that orients you generally', 'a publication (or a passage from a publication) that is referred to', ""a formal recommendation by a former employer to a potential future employer describing the person's qualifications and dependability"", 'the most direct or specific meaning of a word or expression; the class of objects that an expression refers to', 'a short note recognizing a source of information or of a quoted passage', '(computer science) the code that identifies where a piece of information is stored', 'a remark that calls attention to something or someone']",[7]
d004.s010.t006,"Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to [TGT] circles [TGT] .","['circle%1:06:01::', 'circle%1:06:03::', 'circle%1:06:02::', 'circle%1:25:01::', 'circle%1:06:00::', 'circle%1:25:00::', 'circle%1:04:00::', 'circle%1:14:00::']","['a road junction at which traffic streams circularly around a central island', 'street names for flunitrazepan', 'a curved section or tier of seats in a hall or theater or opera house; usually the first tier above the orchestra', 'something approximating the shape of a circle', 'any circular or rotating mechanism', 'ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point', 'movement once around a course', 'an unofficial association of people or groups']",[7]
d004.s011.t000,A Citigroup [TGT] spokesman [TGT] declined to comment .,['spokesman%1:18:00::'],['a male spokesperson'],[0]
d004.s012.t000,"Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their [TGT] support [TGT] in June .","['support%1:04:00::', 'support%1:21:01::', 'support%1:06:01::', 'support%1:10:01::', 'support%1:21:00::', 'support%1:04:04::', 'support%1:06:00::', 'support%1:09:00::', 'support%1:04:03::', 'support%1:04:01::', 'support%1:04:02::']","['aiding the cause or policy or interests of', 'financial resources provided to make some project possible', 'supporting structure that holds up or provides a foundation', 'a musical part (vocal or instrumental) that supports or provides background for other musical parts', 'the financial means whereby one lives', 'the activity of providing for or maintaining by supplying with money or necessities', 'any device that bears the weight of another thing', 'something providing immaterial assistance to a person or cause or interest', 'a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission', 'the act of bearing the weight of or strengthening', 'documentary validation']",[1]
