id,sentence,sense_keys,glosses,target
d000.s027.t006,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer [TGT] medicine [TGT] ) in one study involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past .","['medicine%1:09:00::', 'medicine%1:06:00::', 'medicine%1:04:00::', 'medicine%1:04:02::']","['the branches of medical science that deal with nonsurgical techniques', '(medicine) something that treats or prevents or alleviates the symptoms of disease', 'the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries', ""punishment for one's actions""]",[1]
d000.s027.t007,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one [TGT] study [TGT] involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past .","['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d000.s027.t008,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study [TGT] involving [TGT] 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past .","['involve%2:31:00::', 'involve%2:30:00::', 'involve%2:42:02::', 'involve%2:42:01::', 'involve%2:42:04::', 'involve%2:42:00::', 'involve%2:42:07::']","['occupy or engage the interest of', 'make complex or intricate or complicated', 'contain as a part', 'connect closely and often incriminatingly', 'engage as a participant', 'have as a necessary feature', 'require as useful, just, or proper']",[4]
d000.s027.t009,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 [TGT] patients [TGT] with locally advanced or metastatic disease who had received chemotherapy in the past .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s027.t010,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with [TGT] locally [TGT] advanced or metastatic disease who had received chemotherapy in the past .","['locally%4:02:00::', 'locally%4:02:01::']","['by a particular locality', 'to a restricted area of the body']",[1]
d000.s027.t011,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally [TGT] advanced [TGT] or metastatic disease who had received chemotherapy in the past .","['advanced%5:00:00:late:02', 'advanced%5:00:00:high-tech:00', 'advanced%5:00:00:civilized:00', 'advanced%5:00:00:late:00', 'advanced%5:00:00:progressive:01', 'advanced%5:00:00:front:00', 'advanced%5:00:00:precocious:00', 'advanced%5:00:02:high:02']","['comparatively late in a course of development', 'ahead in development; complex or intricate', '(of societies) highly developed especially in technology or industry', 'far along in time', 'ahead of the times', 'situated ahead or going before', 'farther along in physical or mental development', 'at a higher level in training or knowledge or skill']",[0]
d000.s027.t012,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally advanced or [TGT] metastatic [TGT] disease who had received chemotherapy in the past .",['metastatic%3:01:00::'],['relating to or affected by metastasis'],[0]
d000.s027.t013,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally advanced or metastatic [TGT] disease [TGT] who had received chemotherapy in the past .",['disease%1:26:00::'],['an impairment of health or a condition of abnormal functioning'],[0]
d000.s027.t014,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally advanced or metastatic disease who had [TGT] received [TGT] chemotherapy in the past .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d000.s027.t015,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally advanced or metastatic disease who had received [TGT] chemotherapy [TGT] in the past .",['chemotherapy%1:04:00::'],['the use of chemical agents to treat or control disease (or mental illness)'],[0]
d000.s027.t016,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the [TGT] past [TGT] .","['past%1:10:00::', 'past%1:28:01::', 'past%1:28:00::']","['a verb tense that expresses actions or states in the past', ""a earlier period in someone's life (especially one that they have reason to keep secret)"", 'the time that has elapsed']","[1, 2]"
d000.s028.t000,"Alimta was [TGT] also [TGT] compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the past .",['also%4:02:00::'],['in addition'],[0]
d000.s028.t001,"Alimta was also [TGT] compared [TGT] with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the past .","['compare%2:31:01::', 'compare%2:42:00::', 'compare%2:32:00::', 'compare%2:31:00::']","['consider or describe as similar, equal, or analogous', 'be comparable', 'to form the comparative or superlative form on an adjective or adverb', 'examine and note the similarities or differences of']",[3]
d000.s028.t002,"Alimta was also compared with gemcitabine ( another [TGT] anticancer [TGT] medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the past .",['anticancer%3:01:00::'],['used in the treatment of cancer'],[0]
d000.s028.t003,"Alimta was also compared with gemcitabine ( another anticancer [TGT] medicine [TGT] ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the past .","['medicine%1:09:00::', 'medicine%1:06:00::', 'medicine%1:04:00::', 'medicine%1:04:02::']","['the branches of medical science that deal with nonsurgical techniques', '(medicine) something that treats or prevents or alleviates the symptoms of disease', 'the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries', ""punishment for one's actions""]",[1]
d000.s028.t004,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in [TGT] combination [TGT] with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the past .","['combination%1:14:02::', 'combination%1:04:00::', 'combination%1:14:03::', 'combination%1:14:00::', 'combination%1:14:01::', 'combination%1:04:01::', 'combination%1:14:04::']","['a sequence of numbers or letters that opens a combination lock', 'the act of combining things to form a new whole', 'an alliance of people or corporations or countries for a special purpose (formerly to achieve some antisocial end but now for general political or economic purposes)', 'a collection of things that have been combined; an assemblage of separate parts or qualities', 'a group of people (often temporary) having a common purpose', 'the act of arranging elements into specified groups without regard to order', 'a coordinated sequence of chess moves']","[1, 3]"
d000.s028.t005,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a [TGT] study [TGT] involving 1,725 patients who had not received chemotherapy for lung cancer in the past .","['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d000.s028.t006,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study [TGT] involving [TGT] 1,725 patients who had not received chemotherapy for lung cancer in the past .","['involve%2:31:00::', 'involve%2:30:00::', 'involve%2:42:02::', 'involve%2:42:01::', 'involve%2:42:04::', 'involve%2:42:00::', 'involve%2:42:07::']","['occupy or engage the interest of', 'make complex or intricate or complicated', 'contain as a part', 'connect closely and often incriminatingly', 'engage as a participant', 'have as a necessary feature', 'require as useful, just, or proper']",[4]
d000.s028.t007,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 [TGT] patients [TGT] who had not received chemotherapy for lung cancer in the past .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s028.t008,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had [TGT] not [TGT] received chemotherapy for lung cancer in the past .",['not%4:02:00::'],['negation of a word or group of words'],[0]
d000.s028.t009,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not [TGT] received [TGT] chemotherapy for lung cancer in the past .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d000.s028.t010,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received [TGT] chemotherapy [TGT] for lung cancer in the past .",['chemotherapy%1:04:00::'],['the use of chemical agents to treat or control disease (or mental illness)'],[0]
d000.s028.t011,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for [TGT] lung cancer [TGT] in the past .",['lung_cancer%1:26:00::'],['carcinoma of the lungs; one of the commonest forms of cancer'],[0]
d000.s028.t012,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the [TGT] past [TGT] .","['past%1:10:00::', 'past%1:28:01::', 'past%1:28:00::']","['a verb tense that expresses actions or states in the past', ""a earlier period in someone's life (especially one that they have reason to keep secret)"", 'the time that has elapsed']","[1, 2]"
d000.s029.t000,"In all three [TGT] studies [TGT] , the main measure of effectiveness was how long the patients survived .","['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]","[8, 5]"
d000.s029.t001,"In all three studies , the [TGT] main [TGT] measure of effectiveness was how long the patients survived .","['main%5:00:00:intense:00', 'main%3:00:02::', 'main%5:00:00:important:00']","['of force; of the greatest possible intensity', '(of a clause) capable of standing syntactically alone as a complete sentence', 'most important element']",[2]
d000.s029.t002,"In all three studies , the main [TGT] measure [TGT] of effectiveness was how long the patients survived .","['measure%1:04:00::', 'measure%1:04:01::', 'measure%1:06:00::', 'measure%1:10:03::', 'measure%1:10:00::', 'measure%1:10:02::', 'measure%1:03:00::', 'measure%1:06:01::', 'measure%1:10:01::']","['the act or process of assigning numbers to phenomena according to a rule', 'any maneuver made as part of progress toward a goal', 'measuring instrument having a sequence of marks at regular intervals; used as a reference in making measurements', 'a basis for comparison; a reference point against which other things can be evaluated', 'musical notation for a repeating pattern of musical beats', 'a statute in draft before it becomes law', 'how much there is or how many there are of something that you can quantify', 'a container of some standard capacity that is used to obtain fixed amounts of a substance', '(prosody) the accent in a metrical foot of verse']",[0]
d000.s029.t003,"In all three studies , the main measure of [TGT] effectiveness [TGT] was how long the patients survived .","['effectiveness%1:07:01::', 'effectiveness%1:07:00::']","['capacity to produce strong physiological or chemical effects', 'power to be effective; the quality of being able to bring about an effect']","[0, 1]"
d000.s029.t004,"In all three studies , the main measure of effectiveness was how [TGT] long [TGT] the patients survived .","['long%4:02:00::', 'long%4:02:03::']","['for an extended time or at a distant time', 'for an extended distance']",[0]
d000.s029.t005,"In all three studies , the main measure of effectiveness was how long the [TGT] patients [TGT] survived .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s029.t006,"In all three studies , the main measure of effectiveness was how long the patients [TGT] survived [TGT] .","['survive%2:42:01::', 'survive%2:42:00::', 'survive%2:42:02::', 'survive%2:42:03::']","['continue to live through hardship or adversity', 'support oneself', 'continue in existence after (an adversity, etc.)', 'live longer than']","[2, 0]"
d000.s030.t000,What [TGT] benefit [TGT] has Alimta shown during the studies ?,"['benefit%1:21:00::', 'benefit%1:07:00::', 'benefit%1:10:00::']","['financial assistance in time of need', 'something that aids or promotes well-being', 'a performance to raise money for a charitable cause']",[1]
d000.s030.t001,What benefit has Alimta [TGT] shown [TGT] during the studies ?,"['show%2:39:01::', 'show%2:33:00::', 'show%2:38:00::', 'show%2:31:00::', 'show%2:32:03::', 'show%2:36:00::', 'show%2:32:00::', 'show%2:32:01::', 'show%2:39:02::', 'show%2:32:02::', 'show%2:32:04::', 'show%2:39:00::']","['be or become visible or noticeable', 'finish third or better in a horse or dog race', 'take (someone) to their seats, as in theaters or auditoriums', 'establish the validity of something, as by an example, explanation or experiment', 'give evidence of, as of records', 'show in, or as in, a picture', 'provide evidence for', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'give an exhibition of to an interested audience', 'give expression to', 'indicate a certain reading; of gauges and instruments', 'make visible or noticeable']","[3, 5]"
d000.s030.t002,What benefit has Alimta shown during the [TGT] studies [TGT] ?,"['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d000.s031.t000,Alimta [TGT] increased [TGT] the survival time of patients with malignant pleural mesothelioma .,"['increase%2:30:00::', 'increase%2:30:02::']","['become bigger or greater in amount', 'make bigger or more']",[1]
d000.s031.t001,Alimta increased the [TGT] survival [TGT] time of patients with malignant pleural mesothelioma .,"['survival%1:26:00::', 'survival%1:22:00::', 'survival%1:04:00::']","['a state of surviving; remaining alive', 'a natural process resulting in the evolution of organisms best adapted to the environment', 'something that survives']",[0]
d000.s031.t002,Alimta increased the survival [TGT] time [TGT] of patients with malignant pleural mesothelioma .,"['time%1:28:05::', 'time%1:11:00::', 'time%1:03:00::', 'time%1:11:01::', 'time%1:28:01::', 'time%1:28:00::', 'time%1:07:01::', 'time%1:28:06::', 'time%1:28:03::', 'time%1:28:04::']","['a period of time considered as a resource under your control and sufficient to accomplish something', 'an instance or single occasion for some event', 'the continuum of experience in which events pass from the future through the present to the past', ""a person's experience on a particular occasion"", 'the period of time a prisoner is imprisoned', 'an indefinite period (usually marked by specific attributes or activities)', 'rhythm as given by division into parts of equal duration', 'a suitable moment', 'a reading of a point in time as given by a clock', 'the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event']",[5]
d000.s031.t003,Alimta increased the survival time of [TGT] patients [TGT] with malignant pleural mesothelioma .,"['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s031.t004,Alimta increased the survival time of patients with [TGT] malignant [TGT] pleural mesothelioma .,['malignant%3:00:02::'],['dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)'],[0]
d000.s031.t005,Alimta increased the survival time of patients with malignant [TGT] pleural [TGT] mesothelioma .,['pleural%3:01:00::'],['of or relating to the pleura or the walls of the thorax'],[0]
d000.s031.t006,Alimta increased the survival time of patients with malignant pleural [TGT] mesothelioma [TGT] .,['mesothelioma%1:26:00::'],['a form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust'],[0]
d000.s032.t000,"[TGT] Patients [TGT] receiving Alimta and cisplatin survived for an average of 12.1 months , compared with 9.3 months in those receiving cisplatin alone .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s032.t001,"Patients [TGT] receiving [TGT] Alimta and cisplatin survived for an average of 12.1 months , compared with 9.3 months in those receiving cisplatin alone .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d000.s032.t002,"Patients receiving Alimta and cisplatin [TGT] survived [TGT] for an average of 12.1 months , compared with 9.3 months in those receiving cisplatin alone .","['survive%2:42:01::', 'survive%2:42:00::', 'survive%2:42:02::', 'survive%2:42:03::']","['continue to live through hardship or adversity', 'support oneself', 'continue in existence after (an adversity, etc.)', 'live longer than']","[2, 0]"
d000.s032.t003,"Patients receiving Alimta and cisplatin survived for an [TGT] average [TGT] of 12.1 months , compared with 9.3 months in those receiving cisplatin alone .","['average%1:09:00::', 'average%1:09:01::', 'average%1:24:00::']","['a statistic describing the location of a distribution', 'an intermediate scale value regarded as normal or usual', '(sports) the ratio of successful performances to opportunities']",[1]
d000.s032.t004,"Patients receiving Alimta and cisplatin survived for an average of 12.1 [TGT] months [TGT] , compared with 9.3 months in those receiving cisplatin alone .","['month%1:28:01::', 'month%1:28:00::']","['one of the twelve divisions of the calendar year', 'a time unit of approximately 30 days']",[1]
d000.s032.t005,"Patients receiving Alimta and cisplatin survived for an average of 12.1 months , [TGT] compared [TGT] with 9.3 months in those receiving cisplatin alone .","['compare%2:31:01::', 'compare%2:42:00::', 'compare%2:32:00::', 'compare%2:31:00::']","['consider or describe as similar, equal, or analogous', 'be comparable', 'to form the comparative or superlative form on an adjective or adverb', 'examine and note the similarities or differences of']",[3]
d000.s032.t006,"Patients receiving Alimta and cisplatin survived for an average of 12.1 months , compared with 9.3 [TGT] months [TGT] in those receiving cisplatin alone .","['month%1:28:01::', 'month%1:28:00::']","['one of the twelve divisions of the calendar year', 'a time unit of approximately 30 days']",[1]
d000.s032.t007,"Patients receiving Alimta and cisplatin survived for an average of 12.1 months , compared with 9.3 months in those receiving cisplatin [TGT] alone [TGT] .","['alone%4:02:01::', 'alone%4:02:00::']","['without anybody else or anything else', 'without any others being included or involved']",[0]
d000.s033.t000,"In the [TGT] treatment [TGT] of patients with non-small cell lung cancer , Alimta was as effective as the comparators .","['treatment%1:07:00::', 'treatment%1:10:00::', 'treatment%1:04:01::', 'treatment%1:04:00::']","['a manner of dealing with something artistically', 'an extended communication (often interactive) dealing with some particular topic', 'the management of someone or something', 'care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)']",[3]
d000.s033.t001,"In the treatment of [TGT] patients [TGT] with non-small cell lung cancer , Alimta was as effective as the comparators .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s033.t002,"In the treatment of patients with non-small [TGT] cell [TGT] lung cancer , Alimta was as effective as the comparators .","['cell%1:14:00::', 'cell%1:06:04::', 'cell%1:06:03::', 'cell%1:06:00::', 'cell%1:06:02::', 'cell%1:06:01::', 'cell%1:03:00::']","['a small unit serving as part of or as the nucleus of a larger political movement', 'a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver', 'any small compartment', 'a device that delivers an electric current as the result of a chemical reaction', 'small room in which a monk or nun lives', 'a room where a prisoner is kept', '(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals']",[6]
d000.s033.t003,"In the treatment of patients with non-small cell [TGT] lung cancer [TGT] , Alimta was as effective as the comparators .",['lung_cancer%1:26:00::'],['carcinoma of the lungs; one of the commonest forms of cancer'],[0]
d000.s033.t004,"In the treatment of patients with non-small cell lung cancer , Alimta was [TGT] as [TGT] effective as the comparators .",['as%4:02:00::'],"[""to the same degree (often followed by `as')""]",[0]
d000.s033.t005,"In the treatment of patients with non-small cell lung cancer , Alimta was as [TGT] effective [TGT] as the comparators .","['effective%5:00:00:competent:00', 'effective%3:00:00::', 'effective%5:00:00:operative:00', 'effective%5:00:00:actual:00', 'effective%5:00:00:operational:00', 'effective%5:00:00:efficacious:00']","['able to accomplish a purpose; functioning effectively; -G.B.Shaw', 'producing or capable of producing an intended result or having a striking effect; -LewisMumford', 'exerting force or influence', 'existing in fact; not theoretical; real', 'ready for service', 'works well as a means or remedy']","[1, 5]"
d000.s033.t006,"In the treatment of patients with non-small cell lung cancer , Alimta was as effective [TGT] as [TGT] the comparators .",['as%4:02:00::'],"[""to the same degree (often followed by `as')""]",[0]
d000.s034.t000,"In [TGT] patients [TGT] who had received chemotherapy in the past , the average survival time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s034.t001,"In patients who had [TGT] received [TGT] chemotherapy in the past , the average survival time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d000.s034.t002,"In patients who had received [TGT] chemotherapy [TGT] in the past , the average survival time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .",['chemotherapy%1:04:00::'],['the use of chemical agents to treat or control disease (or mental illness)'],[0]
d000.s034.t003,"In patients who had received chemotherapy in the [TGT] past [TGT] , the average survival time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['past%1:10:00::', 'past%1:28:01::', 'past%1:28:00::']","['a verb tense that expresses actions or states in the past', ""a earlier period in someone's life (especially one that they have reason to keep secret)"", 'the time that has elapsed']","[1, 2]"
d000.s034.t004,"In patients who had received chemotherapy in the past , the [TGT] average [TGT] survival time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['average%5:00:00:common:01', 'average%5:00:00:ordinary:00', 'average%5:00:02:normal:01', 'average%5:00:03:normal:01', 'average%5:00:00:moderate:00', 'average%5:00:01:normal:01']","['lacking special distinction, rank, or status; commonly encountered', 'lacking exceptional quality or ability', 'approximating the statistical norm or average or expected value', 'relating to or constituting the most frequent value in a distribution', 'around the middle of a scale of evaluation', 'relating to or constituting the middle value of an ordered set of values (or the average of the middle two in a set with an even number of values)']","[2, 5]"
d000.s034.t005,"In patients who had received chemotherapy in the past , the average [TGT] survival [TGT] time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['survival%1:26:00::', 'survival%1:22:00::', 'survival%1:04:00::']","['a state of surviving; remaining alive', 'a natural process resulting in the evolution of organisms best adapted to the environment', 'something that survives']",[0]
d000.s034.t006,"In patients who had received chemotherapy in the past , the average survival [TGT] time [TGT] was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['time%1:28:05::', 'time%1:11:00::', 'time%1:03:00::', 'time%1:11:01::', 'time%1:28:01::', 'time%1:28:00::', 'time%1:07:01::', 'time%1:28:06::', 'time%1:28:03::', 'time%1:28:04::']","['a period of time considered as a resource under your control and sufficient to accomplish something', 'an instance or single occasion for some event', 'the continuum of experience in which events pass from the future through the present to the past', ""a person's experience on a particular occasion"", 'the period of time a prisoner is imprisoned', 'an indefinite period (usually marked by specific attributes or activities)', 'rhythm as given by division into parts of equal duration', 'a suitable moment', 'a reading of a point in time as given by a clock', 'the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event']",[5]
d000.s034.t007,"In patients who had received chemotherapy in the past , the average survival time was 8.3 [TGT] months [TGT] with Alimta , compared with 7.9 months with docetaxel .","['month%1:28:01::', 'month%1:28:00::']","['one of the twelve divisions of the calendar year', 'a time unit of approximately 30 days']",[1]
d000.s034.t008,"In patients who had received chemotherapy in the past , the average survival time was 8.3 months with Alimta , [TGT] compared [TGT] with 7.9 months with docetaxel .","['compare%2:31:01::', 'compare%2:42:00::', 'compare%2:32:00::', 'compare%2:31:00::']","['consider or describe as similar, equal, or analogous', 'be comparable', 'to form the comparative or superlative form on an adjective or adverb', 'examine and note the similarities or differences of']",[3]
d000.s034.t009,"In patients who had received chemotherapy in the past , the average survival time was 8.3 months with Alimta , compared with 7.9 [TGT] months [TGT] with docetaxel .","['month%1:28:01::', 'month%1:28:00::']","['one of the twelve divisions of the calendar year', 'a time unit of approximately 30 days']",[1]
d000.s035.t000,"In [TGT] patients [TGT] who had not received chemotherapy in the past , the average survival time was 10.3 months in both groups .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s035.t001,"In patients who had [TGT] not [TGT] received chemotherapy in the past , the average survival time was 10.3 months in both groups .",['not%4:02:00::'],['negation of a word or group of words'],[0]
